transaction_id,customer_id,customer_segment,account_age_days,prior_successful_payments,payment_method,transaction_amount,original_failure_at,failure_reason,retry_attempt_number,retry_window_minutes,retry_window_bucket,retry_at,hour_of_day,time_of_day_bucket,retry_success
T0006345,C03930,loyal,1975,174,paypal,37.07,2025-03-30T11:40:21,fraud_suspected,2,1,immediate,2025-03-30T11:41:21,11,morning,0
T0006346,C03617,returning,126,12,credit_card,53.19,2025-05-31T15:31:20,network_error,1,31,short,2025-05-31T16:02:20,15,afternoon,1
T0006347,C00394,loyal,2968,176,debit_card,36.68,2025-06-23T13:23:53,incorrect_cvv,2,3,immediate,2025-06-23T13:26:53,13,afternoon,1
T0006348,C01914,returning,109,14,digital_wallet,39.78,2025-04-29T21:52:18,processing_error,1,30,short,2025-04-29T22:22:18,21,evening,1
T0006349,C01097,returning,319,19,debit_card,51.89,2025-05-16T12:32:33,insufficient_funds,1,4,immediate,2025-05-16T12:36:33,12,afternoon,1
T0006350,C02195,loyal,1738,196,paypal,25.83,2025-02-05T14:11:15,bank_decline_generic,2,174,medium,2025-02-05T17:05:15,14,afternoon,0
T0006351,C00688,returning,598,20,debit_card,152.25,2025-05-30T18:42:59,incorrect_cvv,3,457,medium,2025-05-31T02:19:59,18,evening,0
T0006352,C00199,new,21,1,debit_card,47.12,2025-02-11T16:28:26,insufficient_funds,1,7,short,2025-02-11T16:35:26,16,afternoon,0
T0006353,C02552,returning,176,7,credit_card,35.4,2025-06-11T12:57:56,insufficient_funds,2,3,immediate,2025-06-11T13:00:56,12,afternoon,0
T0006354,C01730,loyal,2288,175,paypal,31.94,2025-03-21T06:38:55,insufficient_funds,2,223,medium,2025-03-21T10:21:55,6,morning,1
T0006355,C00489,new,73,2,credit_card,22.0,2025-01-22T17:07:25,incorrect_cvv,1,5,short,2025-01-22T17:12:25,17,afternoon,1
T0006356,C00876,loyal,1153,165,bank_transfer,19.43,2025-02-28T16:28:45,insufficient_funds,1,59,short,2025-02-28T17:27:45,16,afternoon,0
T0006357,C01951,returning,139,6,credit_card,16.48,2025-02-24T19:39:34,incorrect_cvv,1,1,immediate,2025-02-24T19:40:34,19,evening,1
T0006358,C00165,new,59,2,paypal,52.16,2025-04-08T19:07:40,processing_error,1,4,immediate,2025-04-08T19:11:40,19,evening,1
T0006359,C03816,returning,468,8,paypal,41.48,2025-04-29T09:18:37,insufficient_funds,1,2094,long,2025-04-30T20:12:37,9,morning,1
T0006360,C00354,returning,685,20,upi,165.67,2025-02-01T13:46:15,bank_decline_generic,1,9556,long,2025-02-08T05:02:15,13,afternoon,0
T0006361,C00953,returning,626,9,debit_card,46.63,2025-04-13T18:32:58,insufficient_funds,1,1,immediate,2025-04-13T18:33:58,18,evening,0
T0006362,C00162,returning,367,20,bank_transfer,56.95,2025-03-03T19:16:11,insufficient_funds,2,2,immediate,2025-03-03T19:18:11,19,evening,0
T0006363,C01674,returning,670,16,digital_wallet,27.58,2025-04-24T07:50:32,insufficient_funds,3,4,immediate,2025-04-24T07:54:32,7,morning,0
T0006364,C01736,new,57,1,digital_wallet,46.89,2025-02-22T17:12:49,card_not_activated,2,3,immediate,2025-02-22T17:15:49,17,afternoon,0
T0006365,C01160,new,40,1,upi,27.85,2025-01-28T12:39:28,card_not_activated,2,1,immediate,2025-01-28T12:40:28,12,afternoon,0
T0006366,C02012,returning,667,5,credit_card,59.6,2025-01-13T12:17:01,network_error,2,1,immediate,2025-01-13T12:18:01,12,afternoon,1
T0006367,C01057,loyal,2283,122,bank_transfer,93.59,2025-05-10T21:31:26,processing_error,3,10,short,2025-05-10T21:41:26,21,evening,0
T0006368,C03131,loyal,2258,158,credit_card,144.13,2025-04-27T09:52:55,insufficient_funds,1,5,immediate,2025-04-27T09:57:55,9,morning,0
T0006369,C01034,new,69,2,debit_card,39.57,2025-05-24T02:02:08,network_error,2,14,short,2025-05-24T02:16:08,2,night,1
T0006370,C02525,loyal,884,195,debit_card,43.99,2025-03-03T21:50:36,insufficient_funds,2,2,immediate,2025-03-03T21:52:36,21,evening,1
T0006371,C02567,returning,706,15,credit_card,31.3,2025-03-18T09:04:01,expired_card,1,2,immediate,2025-03-18T09:06:01,9,morning,1
T0006372,C00415,returning,600,14,digital_wallet,17.02,2025-04-10T07:07:37,insufficient_funds,1,1,immediate,2025-04-10T07:08:37,7,morning,0
T0006373,C01406,new,87,1,credit_card,47.3,2025-04-10T11:52:24,fraud_suspected,1,2,immediate,2025-04-10T11:54:24,11,morning,0
T0006374,C01604,loyal,1264,112,credit_card,195.15,2025-01-13T18:40:27,incorrect_cvv,1,2800,long,2025-01-15T17:20:27,18,evening,0
T0006375,C01569,new,57,1,credit_card,152.33,2025-03-20T20:11:02,incorrect_cvv,3,8,short,2025-03-20T20:19:02,20,evening,0
T0006376,C02366,loyal,2865,78,credit_card,46.24,2025-06-25T14:14:42,expired_card,1,3821,long,2025-06-28T05:55:42,14,afternoon,0
T0006377,C02367,returning,227,19,debit_card,148.82,2025-01-07T15:53:10,insufficient_funds,1,3,immediate,2025-01-07T15:56:10,15,afternoon,0
T0006378,C00138,loyal,2437,158,paypal,40.12,2025-03-29T15:33:15,processing_error,2,50,short,2025-03-29T16:23:15,15,afternoon,1
T0006379,C00022,returning,560,7,credit_card,82.56,2025-04-16T14:03:19,incorrect_cvv,1,587,medium,2025-04-16T23:50:19,14,afternoon,0
T0006380,C00219,new,52,0,credit_card,48.13,2025-05-30T21:27:18,card_not_activated,2,336,medium,2025-05-31T03:03:18,21,evening,0
T0006381,C02358,loyal,1397,168,credit_card,108.2,2025-06-27T07:56:28,bank_decline_generic,1,2,immediate,2025-06-27T07:58:28,7,morning,0
T0006382,C00873,loyal,771,200,paypal,30.28,2025-01-14T21:23:41,incorrect_cvv,1,8,short,2025-01-14T21:31:41,21,evening,1
T0006383,C03619,returning,226,18,credit_card,79.73,2025-06-18T08:48:47,network_error,2,96,medium,2025-06-18T10:24:47,8,morning,0
T0006384,C02252,loyal,1865,200,bank_transfer,11.89,2025-04-22T13:04:00,insufficient_funds,1,1,immediate,2025-04-22T13:05:00,13,afternoon,0
T0006385,C01419,loyal,2243,136,bank_transfer,58.63,2025-03-20T18:37:55,network_error,1,14,short,2025-03-20T18:51:55,18,evening,1
T0006386,C02237,new,25,0,paypal,16.04,2025-03-25T13:39:34,insufficient_funds,1,4,immediate,2025-03-25T13:43:34,13,afternoon,0
T0006387,C01278,returning,528,6,credit_card,59.31,2025-01-12T21:44:42,bank_decline_generic,2,8,short,2025-01-12T21:52:42,21,evening,0
T0006388,C01599,loyal,1331,167,digital_wallet,20.8,2025-06-07T19:53:04,bank_decline_generic,2,4,immediate,2025-06-07T19:57:04,19,evening,1
T0006389,C02947,new,31,0,credit_card,12.74,2025-06-18T07:56:25,bank_decline_generic,2,57,short,2025-06-18T08:53:25,7,morning,0
T0006390,C00438,new,25,0,credit_card,74.51,2025-05-05T11:12:12,fraud_suspected,1,1,immediate,2025-05-05T11:13:12,11,morning,0
T0006391,C03272,loyal,2797,113,debit_card,23.74,2025-01-05T07:44:02,incorrect_cvv,2,3065,long,2025-01-07T10:49:02,7,morning,0
T0006392,C03521,loyal,2527,170,debit_card,27.21,2025-03-11T21:39:00,insufficient_funds,2,4,immediate,2025-03-11T21:43:00,21,evening,0
T0006393,C00237,loyal,1027,141,bank_transfer,117.79,2025-06-29T21:10:06,bank_decline_generic,1,30,short,2025-06-29T21:40:06,21,evening,1
T0006394,C00163,returning,697,11,credit_card,25.53,2025-01-11T19:06:17,fraud_suspected,1,1128,medium,2025-01-12T13:54:17,19,evening,0
T0006395,C00836,loyal,1084,192,credit_card,38.04,2025-03-12T05:54:34,insufficient_funds,2,282,medium,2025-03-12T10:36:34,5,night,0
T0006396,C02457,loyal,1069,72,credit_card,32.17,2025-05-29T21:36:30,insufficient_funds,1,266,medium,2025-05-30T02:02:30,21,evening,0
T0006397,C01142,loyal,2745,133,credit_card,39.96,2025-03-17T19:18:58,insufficient_funds,2,6068,long,2025-03-22T00:26:58,19,evening,0
T0006398,C01506,returning,399,18,paypal,83.16,2025-02-03T14:28:07,insufficient_funds,1,5013,long,2025-02-07T02:01:07,14,afternoon,0
T0006399,C01289,loyal,1851,162,debit_card,20.22,2025-02-22T23:14:02,expired_card,2,3,immediate,2025-02-22T23:17:02,23,evening,0
T0006400,C01542,loyal,1503,97,paypal,68.53,2025-01-02T19:16:16,processing_error,2,2,immediate,2025-01-02T19:18:16,19,evening,1
T0006401,C02007,loyal,2994,136,credit_card,37.68,2025-02-18T15:06:55,expired_card,1,21,short,2025-02-18T15:27:55,15,afternoon,0
T0006402,C03454,loyal,2452,195,debit_card,42.41,2025-01-02T12:50:40,insufficient_funds,2,9054,long,2025-01-08T19:44:40,12,afternoon,0
T0006403,C00771,returning,339,17,debit_card,30.5,2025-06-20T22:27:23,insufficient_funds,2,105,medium,2025-06-21T00:12:23,22,evening,0
T0006404,C00578,loyal,2682,83,paypal,35.4,2025-03-26T10:21:05,insufficient_funds,1,2,immediate,2025-03-26T10:23:05,10,morning,1
T0006405,C03877,returning,496,9,debit_card,43.75,2025-01-27T18:25:06,incorrect_cvv,2,609,medium,2025-01-28T04:34:06,18,evening,0
T0006406,C01343,loyal,1315,188,upi,17.64,2025-03-20T06:46:21,incorrect_cvv,1,2,immediate,2025-03-20T06:48:21,6,morning,0
T0006407,C00381,returning,605,19,debit_card,199.11,2025-04-28T19:29:51,card_not_activated,2,2,immediate,2025-04-28T19:31:51,19,evening,0
T0006408,C00182,loyal,2731,47,credit_card,58.86,2025-03-09T17:25:30,incorrect_cvv,2,3,immediate,2025-03-09T17:28:30,17,afternoon,1
T0006409,C01465,loyal,1968,132,paypal,30.76,2025-04-02T21:31:04,card_not_activated,2,2,immediate,2025-04-02T21:33:04,21,evening,0
T0006410,C02724,returning,523,15,upi,52.27,2025-02-20T11:59:42,insufficient_funds,1,1361,medium,2025-02-21T10:40:42,11,morning,1
T0006411,C03823,returning,134,5,upi,285.2,2025-06-21T07:55:15,network_error,1,12,short,2025-06-21T08:07:15,7,morning,1
T0006412,C02807,returning,232,6,debit_card,75.23,2025-04-15T16:07:26,expired_card,2,234,medium,2025-04-15T20:01:26,16,afternoon,1
T0006413,C01465,loyal,1968,132,paypal,85.54,2025-02-04T10:41:56,processing_error,1,2,immediate,2025-02-04T10:43:56,10,morning,1
T0006414,C02784,returning,164,13,credit_card,41.27,2025-01-07T15:58:45,insufficient_funds,1,4,immediate,2025-01-07T16:02:45,15,afternoon,0
T0006415,C02494,loyal,2426,59,bank_transfer,226.33,2025-01-16T11:38:21,processing_error,2,457,medium,2025-01-16T19:15:21,11,morning,0
T0006416,C01267,new,82,1,paypal,43.82,2025-05-03T10:22:04,incorrect_cvv,3,1,immediate,2025-05-03T10:23:04,10,morning,1
T0006417,C03758,loyal,1701,165,credit_card,178.64,2025-04-18T14:43:17,processing_error,2,4,immediate,2025-04-18T14:47:17,14,afternoon,1
T0006418,C02399,new,75,2,paypal,24.64,2025-06-21T12:47:01,processing_error,1,157,medium,2025-06-21T15:24:01,12,afternoon,0
T0006419,C03440,returning,147,19,bank_transfer,16.27,2025-04-09T17:25:14,incorrect_cvv,1,2,immediate,2025-04-09T17:27:14,17,afternoon,1
T0006420,C03637,new,80,2,paypal,27.9,2025-03-03T21:12:51,processing_error,2,1,immediate,2025-03-03T21:13:51,21,evening,1
T0006421,C02922,returning,716,9,paypal,50.38,2025-01-20T08:16:11,incorrect_cvv,2,182,medium,2025-01-20T11:18:11,8,morning,0
T0006422,C02430,loyal,2821,137,debit_card,301.25,2025-03-11T06:11:04,incorrect_cvv,1,1912,long,2025-03-12T14:03:04,6,morning,0
T0006423,C03300,returning,427,17,paypal,10.34,2025-01-20T16:38:12,insufficient_funds,2,1,immediate,2025-01-20T16:39:12,16,afternoon,0
T0006424,C02848,new,63,0,credit_card,2.63,2025-01-05T08:07:16,network_error,1,82,medium,2025-01-05T09:29:16,8,morning,1
T0006425,C00515,new,37,0,credit_card,60.91,2025-01-31T15:43:11,processing_error,2,7,short,2025-01-31T15:50:11,15,afternoon,1
T0006426,C01850,loyal,827,93,paypal,89.8,2025-03-07T02:49:20,network_error,2,2,immediate,2025-03-07T02:51:20,2,night,1
T0006427,C03779,loyal,1856,93,debit_card,92.22,2025-06-25T22:08:45,insufficient_funds,1,1,immediate,2025-06-25T22:09:45,22,evening,0
T0006428,C03670,returning,591,10,paypal,111.16,2025-03-31T09:20:28,bank_decline_generic,1,2124,long,2025-04-01T20:44:28,9,morning,0
T0006429,C03823,returning,134,5,upi,32.69,2025-01-04T12:56:10,insufficient_funds,2,42,short,2025-01-04T13:38:10,12,afternoon,0
T0006430,C03960,returning,698,7,debit_card,24.4,2025-01-22T06:00:58,bank_decline_generic,1,4,immediate,2025-01-22T06:04:58,6,morning,0
T0006431,C02407,new,5,0,credit_card,54.74,2025-06-24T08:04:50,fraud_suspected,1,144,medium,2025-06-24T10:28:50,8,morning,1
T0006432,C00733,new,82,0,credit_card,44.6,2025-05-07T12:54:20,processing_error,1,1,immediate,2025-05-07T12:55:20,12,afternoon,0
T0006433,C03007,loyal,1306,132,debit_card,56.67,2025-02-15T07:29:53,incorrect_cvv,3,187,medium,2025-02-15T10:36:53,7,morning,0
T0006434,C03169,returning,672,11,debit_card,22.01,2025-01-09T14:50:52,insufficient_funds,2,3,immediate,2025-01-09T14:53:52,14,afternoon,0
T0006435,C00325,returning,141,5,credit_card,22.81,2025-06-29T17:34:55,bank_decline_generic,2,41,short,2025-06-29T18:15:55,17,afternoon,1
T0006436,C03113,returning,374,19,paypal,124.16,2025-04-16T09:46:09,insufficient_funds,2,43,short,2025-04-16T10:29:09,9,morning,0
T0006437,C00284,new,15,1,credit_card,51.33,2025-04-06T19:52:10,incorrect_cvv,2,1,immediate,2025-04-06T19:53:10,19,evening,0
T0006438,C01371,loyal,1548,137,credit_card,55.81,2025-04-15T17:25:29,card_not_activated,2,370,medium,2025-04-15T23:35:29,17,afternoon,1
T0006439,C01660,loyal,2457,127,credit_card,44.57,2025-01-30T16:09:15,incorrect_cvv,1,1,immediate,2025-01-30T16:10:15,16,afternoon,1
T0006440,C01464,returning,415,12,debit_card,132.61,2025-04-26T03:51:13,network_error,1,2,immediate,2025-04-26T03:53:13,3,night,1
T0006441,C00484,new,42,2,debit_card,76.33,2025-05-24T09:59:11,expired_card,3,18,short,2025-05-24T10:17:11,9,morning,0
T0006442,C00592,loyal,1025,192,credit_card,35.6,2025-05-10T19:37:52,bank_decline_generic,1,1,immediate,2025-05-10T19:38:52,19,evening,0
T0006443,C02123,returning,504,20,credit_card,27.63,2025-05-07T13:14:55,bank_decline_generic,2,2010,long,2025-05-08T22:44:55,13,afternoon,1
T0006444,C00414,returning,486,13,upi,21.44,2025-06-01T20:45:49,network_error,1,4,immediate,2025-06-01T20:49:49,20,evening,1
T0006445,C01672,returning,341,3,credit_card,99.16,2025-06-06T00:26:36,insufficient_funds,1,2001,long,2025-06-07T09:47:36,0,night,1
T0006446,C01040,loyal,2301,86,debit_card,72.7,2025-02-18T06:16:56,expired_card,2,982,medium,2025-02-18T22:38:56,6,morning,0
T0006447,C01694,returning,323,12,credit_card,104.17,2025-01-05T09:18:57,bank_decline_generic,2,1,immediate,2025-01-05T09:19:57,9,morning,0
T0006448,C01402,new,78,1,debit_card,45.26,2025-04-27T19:51:36,insufficient_funds,3,3,immediate,2025-04-27T19:54:36,19,evening,0
T0006449,C01226,returning,366,16,credit_card,90.78,2025-02-16T08:46:15,incorrect_cvv,1,434,medium,2025-02-16T16:00:15,8,morning,1
T0006450,C02970,new,41,2,debit_card,78.55,2025-06-11T17:14:43,insufficient_funds,2,3,immediate,2025-06-11T17:17:43,17,afternoon,0
T0006451,C00543,loyal,1613,169,credit_card,51.66,2025-01-01T06:44:50,expired_card,2,9395,long,2025-01-07T19:19:50,6,morning,0
T0006452,C00578,loyal,2682,83,paypal,44.44,2025-02-03T16:32:28,processing_error,1,1,immediate,2025-02-03T16:33:28,16,afternoon,1
T0006453,C01003,new,49,2,paypal,33.99,2025-01-18T14:00:45,incorrect_cvv,2,50,short,2025-01-18T14:50:45,14,afternoon,0
T0006454,C01471,returning,416,15,debit_card,15.6,2025-01-28T21:15:28,insufficient_funds,2,8,short,2025-01-28T21:23:28,21,evening,0
T0006455,C02374,loyal,2720,35,debit_card,32.47,2025-02-02T12:12:54,card_not_activated,1,4987,long,2025-02-05T23:19:54,12,afternoon,1
T0006456,C03118,returning,317,5,paypal,97.4,2025-02-21T17:42:09,bank_decline_generic,2,32,short,2025-02-21T18:14:09,17,afternoon,1
T0006457,C01232,new,11,0,debit_card,19.19,2025-01-21T16:31:07,insufficient_funds,2,209,medium,2025-01-21T20:00:07,16,afternoon,0
T0006458,C01057,loyal,2283,122,bank_transfer,69.34,2025-01-30T19:00:56,insufficient_funds,2,1,immediate,2025-01-30T19:01:56,19,evening,0
T0006459,C03382,returning,312,7,upi,72.79,2025-05-21T05:05:18,insufficient_funds,1,4,immediate,2025-05-21T05:09:18,5,night,0
T0006460,C03762,returning,285,14,paypal,85.15,2025-05-04T19:16:40,expired_card,1,1,immediate,2025-05-04T19:17:40,19,evening,0
T0006461,C01084,new,50,0,credit_card,50.42,2025-02-07T09:30:00,network_error,1,145,medium,2025-02-07T11:55:00,9,morning,1
T0006462,C02905,new,69,2,bank_transfer,59.05,2025-04-01T10:36:11,processing_error,1,25,short,2025-04-01T11:01:11,10,morning,0
T0006463,C02189,returning,297,7,debit_card,35.77,2025-06-13T23:23:30,insufficient_funds,1,6818,long,2025-06-18T17:01:30,23,evening,0
T0006464,C04000,new,26,1,credit_card,148.05,2025-04-09T20:50:30,insufficient_funds,2,39,short,2025-04-09T21:29:30,20,evening,0
T0006465,C01954,loyal,2905,173,credit_card,26.72,2025-02-26T18:36:14,incorrect_cvv,1,3,immediate,2025-02-26T18:39:14,18,evening,1
T0006466,C03324,returning,246,20,upi,35.39,2025-03-10T06:23:41,fraud_suspected,2,3,immediate,2025-03-10T06:26:41,6,morning,0
T0006467,C01839,loyal,2013,146,credit_card,84.36,2025-01-22T08:28:32,insufficient_funds,1,7488,long,2025-01-27T13:16:32,8,morning,0
T0006468,C00850,returning,644,11,credit_card,12.8,2025-05-31T11:27:48,insufficient_funds,2,57,short,2025-05-31T12:24:48,11,morning,0
T0006469,C00637,loyal,2524,106,debit_card,37.33,2025-06-14T13:00:52,incorrect_cvv,1,476,medium,2025-06-14T20:56:52,13,afternoon,1
T0006470,C01021,returning,385,4,digital_wallet,168.48,2025-06-28T15:58:34,bank_decline_generic,1,1,immediate,2025-06-28T15:59:34,15,afternoon,0
T0006471,C02679,returning,523,9,credit_card,30.48,2025-02-15T13:40:29,insufficient_funds,1,3,immediate,2025-02-15T13:43:29,13,afternoon,1
T0006472,C00630,loyal,2855,64,paypal,28.43,2025-06-27T17:42:40,network_error,3,1,immediate,2025-06-27T17:43:40,17,afternoon,1
T0006473,C03414,loyal,1055,107,debit_card,46.25,2025-02-26T14:38:55,insufficient_funds,2,16,short,2025-02-26T14:54:55,14,afternoon,0
T0006474,C00298,loyal,970,143,bank_transfer,34.54,2025-06-15T22:29:23,network_error,1,1063,medium,2025-06-16T16:12:23,22,evening,1
T0006475,C01092,returning,488,18,digital_wallet,203.58,2025-04-03T15:45:33,processing_error,1,5,immediate,2025-04-03T15:50:33,15,afternoon,1
T0006476,C02570,returning,218,18,debit_card,37.97,2025-02-01T10:14:02,expired_card,3,43,short,2025-02-01T10:57:02,10,morning,0
T0006477,C01512,loyal,1837,106,credit_card,79.73,2025-06-17T12:36:30,expired_card,1,2,immediate,2025-06-17T12:38:30,12,afternoon,0
T0006478,C02371,new,27,0,paypal,47.97,2025-06-05T22:05:14,incorrect_cvv,1,3,immediate,2025-06-05T22:08:14,22,evening,0
T0006479,C01989,loyal,2033,123,debit_card,32.08,2025-03-05T09:53:57,insufficient_funds,2,1968,long,2025-03-06T18:41:57,9,morning,1
T0006480,C00600,returning,453,11,bank_transfer,57.94,2025-03-17T21:32:26,processing_error,1,24,short,2025-03-17T21:56:26,21,evening,1
T0006481,C02409,loyal,1133,131,credit_card,43.68,2025-01-16T15:22:41,processing_error,1,191,medium,2025-01-16T18:33:41,15,afternoon,1
T0006482,C03493,returning,304,15,debit_card,47.54,2025-01-05T11:21:33,insufficient_funds,1,60,short,2025-01-05T12:21:33,11,morning,0
T0006483,C01499,loyal,1791,200,credit_card,69.91,2025-01-21T15:14:27,card_not_activated,1,5,short,2025-01-21T15:19:27,15,afternoon,0
T0006484,C02977,new,14,0,digital_wallet,9.41,2025-02-28T12:50:45,insufficient_funds,2,334,medium,2025-02-28T18:24:45,12,afternoon,0
T0006485,C00283,loyal,2190,36,debit_card,53.84,2025-02-25T13:01:27,network_error,1,6589,long,2025-03-02T02:50:27,13,afternoon,1
T0006486,C02430,loyal,2821,137,debit_card,29.68,2025-04-30T14:29:01,insufficient_funds,1,5,immediate,2025-04-30T14:34:01,14,afternoon,0
T0006487,C03716,returning,203,7,upi,44.48,2025-04-23T23:30:49,fraud_suspected,2,3,immediate,2025-04-23T23:33:49,23,evening,0
T0006488,C03090,returning,709,17,debit_card,99.47,2025-05-24T20:20:21,processing_error,2,108,medium,2025-05-24T22:08:21,20,evening,1
T0006489,C00535,loyal,1056,155,debit_card,12.56,2025-04-15T14:34:44,bank_decline_generic,1,1,immediate,2025-04-15T14:35:44,14,afternoon,0
T0006490,C02304,new,62,1,paypal,105.37,2025-01-12T15:15:10,bank_decline_generic,2,1,immediate,2025-01-12T15:16:10,15,afternoon,0
T0006491,C02644,loyal,881,107,paypal,76.3,2025-01-11T14:56:18,expired_card,2,117,medium,2025-01-11T16:53:18,14,afternoon,0
T0006492,C01302,new,6,2,paypal,52.17,2025-05-01T21:20:29,network_error,1,275,medium,2025-05-02T01:55:29,21,evening,1
T0006493,C00715,returning,226,12,credit_card,64.97,2025-05-20T04:19:48,card_not_activated,3,2,immediate,2025-05-20T04:21:48,4,night,0
T0006494,C01737,returning,127,4,credit_card,296.77,2025-05-18T05:51:03,network_error,1,225,medium,2025-05-18T09:36:03,5,night,0
T0006495,C03421,new,44,0,digital_wallet,30.03,2025-06-10T23:27:01,processing_error,1,2828,long,2025-06-12T22:35:01,23,evening,0
T0006496,C02742,returning,145,9,credit_card,72.92,2025-04-27T20:56:36,insufficient_funds,2,10,short,2025-04-27T21:06:36,20,evening,0
T0006497,C00472,loyal,2219,124,credit_card,54.3,2025-02-23T13:00:24,insufficient_funds,2,3993,long,2025-02-26T07:33:24,13,afternoon,1
T0006498,C03723,loyal,2229,183,debit_card,40.95,2025-06-14T22:12:25,processing_error,1,7,short,2025-06-14T22:19:25,22,evening,1
T0006499,C03384,returning,660,20,upi,22.54,2025-05-27T17:57:45,fraud_suspected,1,447,medium,2025-05-28T01:24:45,17,afternoon,0
T0006500,C02772,new,86,1,credit_card,25.39,2025-02-13T10:32:29,card_not_activated,3,1,immediate,2025-02-13T10:33:29,10,morning,0
T0006501,C01907,loyal,2639,54,bank_transfer,118.69,2025-03-29T14:03:25,insufficient_funds,1,5,immediate,2025-03-29T14:08:25,14,afternoon,0
T0006502,C03576,new,12,0,debit_card,61.41,2025-01-26T14:45:22,insufficient_funds,2,18,short,2025-01-26T15:03:22,14,afternoon,0
T0006503,C00234,new,75,1,digital_wallet,34.41,2025-05-29T21:58:04,card_not_activated,2,6,short,2025-05-29T22:04:04,21,evening,0
T0006504,C03358,returning,131,14,paypal,89.95,2025-04-01T18:21:55,insufficient_funds,1,1,immediate,2025-04-01T18:22:55,18,evening,1
T0006505,C00701,loyal,1240,200,paypal,36.0,2025-03-22T14:07:52,network_error,1,393,medium,2025-03-22T20:40:52,14,afternoon,1
T0006506,C03176,loyal,1961,58,debit_card,69.68,2025-04-23T19:43:20,insufficient_funds,3,1162,medium,2025-04-24T15:05:20,19,evening,1
T0006507,C02026,returning,288,17,credit_card,137.11,2025-05-21T09:15:26,incorrect_cvv,1,191,medium,2025-05-21T12:26:26,9,morning,0
T0006508,C02790,returning,143,20,credit_card,77.19,2025-01-24T19:07:40,fraud_suspected,3,17,short,2025-01-24T19:24:40,19,evening,0
T0006509,C03016,returning,350,11,paypal,49.07,2025-03-30T19:29:22,bank_decline_generic,1,40,short,2025-03-30T20:09:22,19,evening,0
T0006510,C00530,loyal,1929,115,paypal,119.06,2025-01-03T10:21:57,processing_error,1,15,short,2025-01-03T10:36:57,10,morning,1
T0006511,C02657,loyal,2608,51,credit_card,318.35,2025-05-01T22:47:11,card_not_activated,1,843,medium,2025-05-02T12:50:11,22,evening,1
T0006512,C01157,loyal,2600,195,debit_card,129.13,2025-06-07T07:11:49,expired_card,1,4,immediate,2025-06-07T07:15:49,7,morning,0
T0006513,C00022,returning,560,7,credit_card,12.73,2025-03-21T19:05:33,bank_decline_generic,2,2,immediate,2025-03-21T19:07:33,19,evening,0
T0006514,C00306,loyal,2415,107,bank_transfer,69.7,2025-03-04T07:27:54,processing_error,1,343,medium,2025-03-04T13:10:54,7,morning,1
T0006515,C02289,new,22,1,paypal,23.07,2025-01-18T22:05:20,insufficient_funds,1,305,medium,2025-01-19T03:10:20,22,evening,0
T0006516,C00581,returning,358,14,debit_card,56.07,2025-02-20T19:18:57,insufficient_funds,1,54,short,2025-02-20T20:12:57,19,evening,0
T0006517,C00030,returning,364,13,credit_card,17.02,2025-05-01T06:15:57,network_error,2,7,short,2025-05-01T06:22:57,6,morning,0
T0006518,C03231,returning,475,4,credit_card,43.43,2025-02-22T21:13:29,bank_decline_generic,2,214,medium,2025-02-23T00:47:29,21,evening,0
T0006519,C03114,returning,276,12,credit_card,26.24,2025-03-14T17:49:40,processing_error,2,3,immediate,2025-03-14T17:52:40,17,afternoon,1
T0006520,C02718,new,45,2,bank_transfer,52.74,2025-06-16T17:51:19,network_error,1,1,immediate,2025-06-16T17:52:19,17,afternoon,1
T0006521,C03326,loyal,2362,96,debit_card,17.12,2025-06-27T18:37:21,insufficient_funds,3,6,short,2025-06-27T18:43:21,18,evening,0
T0006522,C03609,loyal,1325,135,credit_card,43.89,2025-04-08T10:22:16,network_error,2,2,immediate,2025-04-08T10:24:16,10,morning,1
T0006523,C00534,loyal,1734,195,bank_transfer,60.46,2025-01-02T15:10:37,insufficient_funds,1,2,immediate,2025-01-02T15:12:37,15,afternoon,0
T0006524,C02750,loyal,1683,160,credit_card,38.86,2025-05-30T16:55:53,bank_decline_generic,1,5,short,2025-05-30T17:00:53,16,afternoon,0
T0006525,C00660,loyal,1072,50,bank_transfer,190.62,2025-05-25T11:43:55,network_error,3,416,medium,2025-05-25T18:39:55,11,morning,1
T0006526,C02633,returning,420,10,debit_card,21.61,2025-02-27T09:33:21,incorrect_cvv,1,129,medium,2025-02-27T11:42:21,9,morning,0
T0006527,C01785,new,76,0,bank_transfer,26.93,2025-03-01T09:18:21,insufficient_funds,3,1,immediate,2025-03-01T09:19:21,9,morning,0
T0006528,C00408,new,58,0,credit_card,56.94,2025-06-29T20:15:45,incorrect_cvv,1,3999,long,2025-07-02T14:54:45,20,evening,0
T0006529,C00155,loyal,2258,122,upi,56.38,2025-05-01T22:52:30,insufficient_funds,1,2,immediate,2025-05-01T22:54:30,22,evening,0
T0006530,C00755,returning,366,6,bank_transfer,41.45,2025-05-14T15:33:12,bank_decline_generic,1,1371,medium,2025-05-15T14:24:12,15,afternoon,1
T0006531,C02013,returning,216,7,paypal,56.84,2025-03-12T09:35:43,card_not_activated,1,50,short,2025-03-12T10:25:43,9,morning,0
T0006532,C02840,returning,371,14,credit_card,26.26,2025-04-27T20:00:18,card_not_activated,1,6,short,2025-04-27T20:06:18,20,evening,0
